,\\Hourly Demand Report,,,
,\\Created at 2021-01-31 07:30:13,,,
,\\For 2020,,,
hour_ending,Date,Hour,Market Demand,Ontario Demand
5470,15/08/2020,23,16974,16118
5471,15/08/2020,24,16654,15063
5472,16/08/2020,1,16023,14128
5473,16/08/2020,2,15520,13612
5474,16/08/2020,3,15159,13188
5475,16/08/2020,4,15111,12985
5476,16/08/2020,5,14724,12638
5477,16/08/2020,6,14561,12612
5478,16/08/2020,7,14706,12923
5479,16/08/2020,8,15479,13829
5480,16/08/2020,9,16157,14830
5481,16/08/2020,10,17155,15912
5482,16/08/2020,11,17532,16286
5483,16/08/2020,12,17968,16570
5484,16/08/2020,13,17717,16464
5485,16/08/2020,14,17826,16488
5486,16/08/2020,15,18118,16750
5487,16/08/2020,16,18550,17166
5488,16/08/2020,17,19392,18051
5489,16/08/2020,18,19528,18221
5490,16/08/2020,19,19112,17850
5491,16/08/2020,20,18684,17426
5492,16/08/2020,21,18489,17168
5493,16/08/2020,22,17270,16031
5494,16/08/2020,23,16319,15043
5495,16/08/2020,24,15362,13968
5496,17/08/2020,1,14665,13382
5497,17/08/2020,2,14161,12955
5498,17/08/2020,3,13924,12541
5499,17/08/2020,4,13821,12499
5500,17/08/2020,5,14370,12897
5501,17/08/2020,6,14941,13480
5502,17/08/2020,7,15375,14154
5503,17/08/2020,8,16165,15188
5504,17/08/2020,9,17478,16258
5505,17/08/2020,10,18226,17029
5506,17/08/2020,11,18709,17386
5507,17/08/2020,12,19209,18054
5508,17/08/2020,13,19680,18379
5509,17/08/2020,14,19755,18389
5510,17/08/2020,15,19252,17760
5511,17/08/2020,16,19881,18124
5512,17/08/2020,17,20126,18509
5513,17/08/2020,18,20166,18566
5514,17/08/2020,19,19526,18015
5515,17/08/2020,20,19078,17648
5516,17/08/2020,21,18530,17251
5517,17/08/2020,22,17534,16067
5518,17/08/2020,23,15700,14749
5519,17/08/2020,24,15090,13744
5520,18/08/2020,1,14631,13140
5521,18/08/2020,2,13884,12570
5522,18/08/2020,3,13762,12167
5523,18/08/2020,4,14244,12312
5524,18/08/2020,5,14378,12581
5525,18/08/2020,6,14975,13070
5526,18/08/2020,7,15496,14015
5527,18/08/2020,8,16354,14881
5528,18/08/2020,9,16842,15388
5529,18/08/2020,10,17170,15721
5530,18/08/2020,11,17458,16103
5531,18/08/2020,12,17971,16586
5532,18/08/2020,13,18200,16807
5533,18/08/2020,14,18333,16803
5534,18/08/2020,15,18508,16905
5535,18/08/2020,16,19034,17141
5536,18/08/2020,17,19634,17609
5537,18/08/2020,18,19497,17561
5538,18/08/2020,19,19295,17307
5539,18/08/2020,20,18942,16826
5540,18/08/2020,21,17887,16265
5541,18/08/2020,22,16646,15181
5542,18/08/2020,23,15442,14005
5543,18/08/2020,24,14608,13035
5544,19/08/2020,1,14530,12578
5545,19/08/2020,2,14054,12180
5546,19/08/2020,3,13722,11795
5547,19/08/2020,4,13881,11847
5548,19/08/2020,5,14036,12150
5549,19/08/2020,6,14828,12979
5550,19/08/2020,7,15137,13798
5551,19/08/2020,8,15679,14553
5552,19/08/2020,9,16035,14796
5553,19/08/2020,10,16292,14957
5554,19/08/2020,11,16690,15381
5555,19/08/2020,12,16667,15613
5556,19/08/2020,13,16968,15774
5557,19/08/2020,14,17323,15964
5558,19/08/2020,15,17551,16001
5559,19/08/2020,16,18122,16491
5560,19/08/2020,17,18755,17114
5561,19/08/2020,18,18512,17275
5562,19/08/2020,19,18568,17038
5563,19/08/2020,20,18102,16759
5564,19/08/2020,21,17711,16273
5565,19/08/2020,22,16620,15127
5566,19/08/2020,23,15462,13986
5567,19/08/2020,24,14560,13093
5568,20/08/2020,1,14143,12533
5569,20/08/2020,2,14003,12092
5570,20/08/2020,3,13878,11856
5571,20/08/2020,4,13942,11831
5572,20/08/2020,5,13983,12067
5573,20/08/2020,6,14044,12749
5574,20/08/2020,7,14927,13712
5575,20/08/2020,8,15792,14344
5576,20/08/2020,9,16293,15018
5577,20/08/2020,10,16570,15347
5578,20/08/2020,11,16816,15696
5579,20/08/2020,12,17111,16143
5580,20/08/2020,13,17562,16499
5581,20/08/2020,14,17790,16712
5582,20/08/2020,15,18454,17054
5583,20/08/2020,16,19198,17774
5584,20/08/2020,17,19840,18354
5585,20/08/2020,18,19864,18444
5586,20/08/2020,19,19672,18130
5587,20/08/2020,20,18921,17628
5588,20/08/2020,21,18284,16995
5589,20/08/2020,22,17523,15962
5590,20/08/2020,23,16106,14726
5591,20/08/2020,24,15609,13745
5592,21/08/2020,1,14933,13029
5593,21/08/2020,2,14544,12557
5594,21/08/2020,3,14615,12299
5595,21/08/2020,4,14929,12390
5596,21/08/2020,5,14797,12697
5597,21/08/2020,6,15167,13544
5598,21/08/2020,7,15298,14475
5599,21/08/2020,8,16301,15405
5600,21/08/2020,9,17234,15984
5601,21/08/2020,10,17821,16654
5602,21/08/2020,11,18670,17377
5603,21/08/2020,12,19288,17989
5604,21/08/2020,13,19861,18524
5605,21/08/2020,14,20196,18973
5606,21/08/2020,15,20431,19098
5607,21/08/2020,16,21284,19829
5608,21/08/2020,17,21880,20389
5609,21/08/2020,18,21613,20308
5610,21/08/2020,19,21193,19875
5611,21/08/2020,20,20734,19444
5612,21/08/2020,21,20300,18881
5613,21/08/2020,22,19082,17556
5614,21/08/2020,23,17584,16207
5615,21/08/2020,24,16173,14988
5616,22/08/2020,1,15025,14006
5617,22/08/2020,2,14739,13384
5618,22/08/2020,3,14482,12924
5619,22/08/2020,4,14361,12744
5620,22/08/2020,5,14511,12895
5621,22/08/2020,6,14402,13037
5622,22/08/2020,7,14467,13498
5623,22/08/2020,8,15244,14291
5624,22/08/2020,9,16444,15306
5625,22/08/2020,10,17655,16379
5626,22/08/2020,11,18942,17464
5627,22/08/2020,12,19833,18222
5628,22/08/2020,13,20306,18735
5629,22/08/2020,14,20537,19075
5630,22/08/2020,15,20893,19364
5631,22/08/2020,16,21344,19826
5632,22/08/2020,17,21841,20327
5633,22/08/2020,18,21850,20554
5634,22/08/2020,19,21160,19900
5635,22/08/2020,20,20975,19221
5636,22/08/2020,21,20288,18573
5637,22/08/2020,22,19032,17441
5638,22/08/2020,23,17697,16239
5639,22/08/2020,24,16829,15279
5640,23/08/2020,1,15612,14301
5641,23/08/2020,2,14889,13606
5642,23/08/2020,3,14453,13058
5643,23/08/2020,4,14723,12823
5644,23/08/2020,5,14866,12626
5645,23/08/2020,6,14935,12766
5646,23/08/2020,7,14780,13113
5647,23/08/2020,8,15757,14144
5648,23/08/2020,9,17099,15509
5649,23/08/2020,10,18471,16774
5650,23/08/2020,11,19415,17886
5651,23/08/2020,12,20235,18794
5652,23/08/2020,13,21204,19652
5653,23/08/2020,14,21822,20121
5654,23/08/2020,15,21835,20480
5655,23/08/2020,16,21828,20857
5656,23/08/2020,17,22267,21391
5657,23/08/2020,18,22300,21442
5658,23/08/2020,19,22191,20856
5659,23/08/2020,20,21614,20265
5660,23/08/2020,21,20972,19431
5661,23/08/2020,22,19967,18220
5662,23/08/2020,23,18707,16837
5663,23/08/2020,24,17216,15659
5664,24/08/2020,1,15858,14670
5665,24/08/2020,2,15790,14197
5666,24/08/2020,3,16199,13963
5667,24/08/2020,4,15924,13868
5668,24/08/2020,5,16381,14371
5669,24/08/2020,6,16661,15131
5670,24/08/2020,7,17447,16084
5671,24/08/2020,8,18589,17401
5672,24/08/2020,9,20007,18733
5673,24/08/2020,10,21176,19843
5674,24/08/2020,11,21831,20661
5675,24/08/2020,12,22576,21455
5676,24/08/2020,13,22944,21919
5677,24/08/2020,14,23597,22220
5678,24/08/2020,15,24152,22556
5679,24/08/2020,16,24722,22962
5680,24/08/2020,17,24906,23415
5681,24/08/2020,18,24691,23335
5682,24/08/2020,19,23937,22651
5683,24/08/2020,20,23035,21747
5684,24/08/2020,21,22692,21147
5685,24/08/2020,22,21446,19831
5686,24/08/2020,23,19529,18272
5687,24/08/2020,24,18515,17030
5688,25/08/2020,1,17650,16264
5689,25/08/2020,2,17198,15624
5690,25/08/2020,3,16330,14974
5691,25/08/2020,4,16391,14968
5692,25/08/2020,5,16501,14977
5693,25/08/2020,6,17282,15672
5694,25/08/2020,7,17927,16521
5695,25/08/2020,8,18942,17771
5696,25/08/2020,9,20040,18680
5697,25/08/2020,10,20524,19162
5698,25/08/2020,11,21016,19443
5699,25/08/2020,12,21333,19746
5700,25/08/2020,13,21363,19863
5701,25/08/2020,14,21436,20017
5702,25/08/2020,15,21461,20025
5703,25/08/2020,16,21703,20363
5704,25/08/2020,17,22169,20750
5705,25/08/2020,18,21486,20270
5706,25/08/2020,19,20649,19604
5707,25/08/2020,20,20308,19058
5708,25/08/2020,21,19884,18387
5709,25/08/2020,22,18002,16897
5710,25/08/2020,23,16682,15527
5711,25/08/2020,24,15362,14356
5712,26/08/2020,1,14901,13620
5713,26/08/2020,2,14663,13103
5714,26/08/2020,3,14446,12789
5715,26/08/2020,4,14467,12631
5716,26/08/2020,5,14796,12901
5717,26/08/2020,6,15602,13680
5718,26/08/2020,7,15881,14279
5719,26/08/2020,8,16225,15024
5720,26/08/2020,9,16503,15323
5721,26/08/2020,10,16793,15572
5722,26/08/2020,11,17316,15940
5723,26/08/2020,12,17413,16156
5724,26/08/2020,13,18053,16662
5725,26/08/2020,14,18129,16778
5726,26/08/2020,15,18300,16815
5727,26/08/2020,16,18725,17260
5728,26/08/2020,17,18943,17665
5729,26/08/2020,18,19151,17825
5730,26/08/2020,19,18838,17580
5731,26/08/2020,20,19010,17578
5732,26/08/2020,21,18308,17080
5733,26/08/2020,22,17356,16101
5734,26/08/2020,23,16379,14901
5735,26/08/2020,24,15826,13991
5736,27/08/2020,1,15530,13456
5737,27/08/2020,2,15220,13049
5738,27/08/2020,3,14752,12654
5739,27/08/2020,4,14821,12890
5740,27/08/2020,5,15276,13262
5741,27/08/2020,6,15962,14211
5742,27/08/2020,7,17289,15233
5743,27/08/2020,8,18442,16372
5744,27/08/2020,9,18872,17345
5745,27/08/2020,10,20072,18317
5746,27/08/2020,11,20854,19306
5747,27/08/2020,12,21559,20070
5748,27/08/2020,13,21820,20341
5749,27/08/2020,14,21948,20293
5750,27/08/2020,15,21704,19976
5751,27/08/2020,16,21171,19478
5752,27/08/2020,17,21466,19912
5753,27/08/2020,18,21562,20070
5754,27/08/2020,19,20915,19496
5755,27/08/2020,20,20524,19161
5756,27/08/2020,21,19818,18472
5757,27/08/2020,22,18412,17221
5758,27/08/2020,23,17048,15900
5759,27/08/2020,24,15945,14813
5760,28/08/2020,1,15171,14094
5761,28/08/2020,2,14950,13538
5762,28/08/2020,3,14930,13166
5763,28/08/2020,4,14726,13026
5764,28/08/2020,5,14768,13213
5765,28/08/2020,6,15506,14110
5766,28/08/2020,7,16347,15074
5767,28/08/2020,8,17091,15940
5768,28/08/2020,9,17550,16381
5769,28/08/2020,10,17975,16774
5770,28/08/2020,11,18292,17200
5771,28/08/2020,12,18879,17463
5772,28/08/2020,13,19433,17917
5773,28/08/2020,14,19405,17988
5774,28/08/2020,15,19109,17732
5775,28/08/2020,16,19243,17897
5776,28/08/2020,17,19170,17884
5777,28/08/2020,18,18953,17598
5778,28/08/2020,19,18420,17017
5779,28/08/2020,20,18653,17154
5780,28/08/2020,21,18220,16560
5781,28/08/2020,22,17616,15726
5782,28/08/2020,23,16747,14734
5783,28/08/2020,24,16367,13800
5784,29/08/2020,1,16383,13353
5785,29/08/2020,2,16529,13062
5786,29/08/2020,3,16327,12818
5787,29/08/2020,4,16409,12845
5788,29/08/2020,5,16243,12924
5789,29/08/2020,6,16191,12960
5790,29/08/2020,7,15954,13477
5791,29/08/2020,8,16310,14393
5792,29/08/2020,9,17141,15171
5793,29/08/2020,10,17706,15712
5794,29/08/2020,11,18413,16383
5795,29/08/2020,12,18359,16740
5796,29/08/2020,13,18186,16554
5797,29/08/2020,14,17926,16263
5798,29/08/2020,15,17392,15719
5799,29/08/2020,16,17578,15964
5800,29/08/2020,17,18165,16350
5801,29/08/2020,18,18388,16380
5802,29/08/2020,19,17913,15731
5803,29/08/2020,20,17129,15301
5804,29/08/2020,21,16503,14834
5805,29/08/2020,22,16375,14057
5806,29/08/2020,23,15889,13230
5807,29/08/2020,24,14954,12345
5808,30/08/2020,1,14457,11763
5809,30/08/2020,2,14192,11539
5810,30/08/2020,3,13961,11248
5811,30/08/2020,4,13495,11221
5812,30/08/2020,5,13568,11297
5813,30/08/2020,6,13549,11424
5814,30/08/2020,7,14098,11638
5815,30/08/2020,8,14380,12189
5816,30/08/2020,9,14626,12643
5817,30/08/2020,10,15347,13218
5818,30/08/2020,11,15539,13708
5819,30/08/2020,12,15854,14158
5820,30/08/2020,13,16203,14355
5821,30/08/2020,14,16322,14524
5822,30/08/2020,15,16359,14690
5823,30/08/2020,16,16446,15133
5824,30/08/2020,17,16983,15715
5825,30/08/2020,18,17176,15879
5826,30/08/2020,19,17324,15673
5827,30/08/2020,20,16952,15659
5828,30/08/2020,21,16641,15291
5829,30/08/2020,22,15415,14426
5830,30/08/2020,23,14712,13494
5831,30/08/2020,24,14165,12734
5832,31/08/2020,1,13998,12192
5833,31/08/2020,2,13861,11908
5834,31/08/2020,3,14100,11663
5835,31/08/2020,4,14239,11708
5836,31/08/2020,5,14496,12038
5837,31/08/2020,6,14789,12838
5838,31/08/2020,7,15509,13784
5839,31/08/2020,8,15990,14469
5840,31/08/2020,9,16342,14823
5841,31/08/2020,10,16369,15004
5842,31/08/2020,11,16696,15367
5843,31/08/2020,12,17298,15995
5844,31/08/2020,13,17652,16302
5845,31/08/2020,14,18017,16450
5846,31/08/2020,15,18514,16697
5847,31/08/2020,16,18803,17173
5848,31/08/2020,17,19857,17954
5849,31/08/2020,18,19730,17960
5850,31/08/2020,19,19176,17561
5851,31/08/2020,20,18980,17331
5852,31/08/2020,21,18348,16722
5853,31/08/2020,22,16891,15682
5854,31/08/2020,23,16264,14891
5855,31/08/2020,24,15575,13967
5856,1/09/2020,1,14998,13356
5857,1/09/2020,2,15002,12989
5858,1/09/2020,3,15168,12539
5859,1/09/2020,4,15116,12582
5860,1/09/2020,5,14967,12913
5861,1/09/2020,6,15471,13705
5862,1/09/2020,7,16212,14664
5863,1/09/2020,8,16789,15563
5864,1/09/2020,9,17532,16377
5865,1/09/2020,10,18061,17066
5866,1/09/2020,11,18623,17578
5867,1/09/2020,12,19671,18289
5868,1/09/2020,13,20382,18846
5869,1/09/2020,14,20681,19237
5870,1/09/2020,15,21118,19591
5871,1/09/2020,16,21572,20000
5872,1/09/2020,17,21928,20225
5873,1/09/2020,18,21388,19766
5874,1/09/2020,19,20766,19239
5875,1/09/2020,20,20535,18968
5876,1/09/2020,21,19963,18334
5877,1/09/2020,22,18421,17388
5878,1/09/2020,23,17395,16340
5879,1/09/2020,24,16754,15166
5880,2/09/2020,1,16097,14421
5881,2/09/2020,2,15844,13916
5882,2/09/2020,3,15426,13527
5883,2/09/2020,4,15581,13484
5884,2/09/2020,5,15881,13754
5885,2/09/2020,6,16486,14670
5886,2/09/2020,7,17033,15630
5887,2/09/2020,8,17829,16612
5888,2/09/2020,9,18498,17290
5889,2/09/2020,10,18983,17757
5890,2/09/2020,11,19326,18243
5891,2/09/2020,12,19973,18788
5892,2/09/2020,13,20351,19206
5893,2/09/2020,14,21054,19653
5894,2/09/2020,15,20896,19348
5895,2/09/2020,16,21006,19404
5896,2/09/2020,17,21259,19783
5897,2/09/2020,18,20528,19369
5898,2/09/2020,19,19963,18843
5899,2/09/2020,20,19765,18575
5900,2/09/2020,21,19006,17710
5901,2/09/2020,22,17705,16498
5902,2/09/2020,23,16326,15242
5903,2/09/2020,24,15415,14189
5904,3/09/2020,1,14901,13492
5905,3/09/2020,2,14205,12821
5906,3/09/2020,3,14006,12513
5907,3/09/2020,4,13965,12452
5908,3/09/2020,5,14349,12701
5909,3/09/2020,6,15127,13497
5910,3/09/2020,7,15373,14160
5911,3/09/2020,8,16020,14787
5912,3/09/2020,9,16633,15348
5913,3/09/2020,10,17542,15891
5914,3/09/2020,11,17985,16296
5915,3/09/2020,12,18592,16672
5916,3/09/2020,13,19184,17169
5917,3/09/2020,14,19699,17598
5918,3/09/2020,15,20099,17923
5919,3/09/2020,16,20608,18487
5920,3/09/2020,17,21088,19039
5921,3/09/2020,18,21012,19142
5922,3/09/2020,19,20494,18734
5923,3/09/2020,20,19898,18353
5924,3/09/2020,21,19026,17513
5925,3/09/2020,22,17811,16379
5926,3/09/2020,23,16789,14886
5927,3/09/2020,24,16072,13904
5928,4/09/2020,1,15445,13139
5929,4/09/2020,2,14423,12210
5930,4/09/2020,3,14405,12067
5931,4/09/2020,4,14386,11982
5932,4/09/2020,5,14670,12274
5933,4/09/2020,6,15478,13159
5934,4/09/2020,7,15912,13841
5935,4/09/2020,8,16534,14487
5936,4/09/2020,9,16715,14818
5937,4/09/2020,10,16778,14982
5938,4/09/2020,11,17125,15145
5939,4/09/2020,12,17325,15328
5940,4/09/2020,13,17205,15232
5941,4/09/2020,14,17173,15187
5942,4/09/2020,15,17421,15410
5943,4/09/2020,16,17776,15767
5944,4/09/2020,17,18162,16158
5945,4/09/2020,18,18127,16311
5946,4/09/2020,19,17702,16118
5947,4/09/2020,20,17484,15975
5948,4/09/2020,21,16617,15202
5949,4/09/2020,22,15377,14273
5950,4/09/2020,23,14580,13302
5951,4/09/2020,24,14591,12643
5952,5/09/2020,1,14399,12185
5953,5/09/2020,2,14260,11787
5954,5/09/2020,3,14190,11562
5955,5/09/2020,4,14431,11488
5956,5/09/2020,5,14339,11510
5957,5/09/2020,6,14280,11762
5958,5/09/2020,7,14058,12115
5959,5/09/2020,8,14224,12615
5960,5/09/2020,9,14971,13208
5961,5/09/2020,10,15237,13645
5962,5/09/2020,11,15335,13802
5963,5/09/2020,12,15101,13772
5964,5/09/2020,13,15137,13793
5965,5/09/2020,14,14887,13633
5966,5/09/2020,15,15043,13839
5967,5/09/2020,16,15204,14116
5968,5/09/2020,17,15824,14579
5969,5/09/2020,18,16128,14589
5970,5/09/2020,19,15864,14472
5971,5/09/2020,20,15796,14501
5972,5/09/2020,21,15638,14214
5973,5/09/2020,22,15329,13601
5974,5/09/2020,23,14197,12807
5975,5/09/2020,24,13456,12123
5976,6/09/2020,1,13238,11700
5977,6/09/2020,2,13280,11410
5978,6/09/2020,3,13089,11230
5979,6/09/2020,4,13068,11123
5980,6/09/2020,5,13030,11183
5981,6/09/2020,6,13062,11289
5982,6/09/2020,7,12883,11450
5983,6/09/2020,8,13195,11911
5984,6/09/2020,9,13457,12166
5985,6/09/2020,10,13833,12355
5986,6/09/2020,11,13989,12591
5987,6/09/2020,12,14473,12730
5988,6/09/2020,13,14542,12720
5989,6/09/2020,14,14534,12670
5990,6/09/2020,15,14985,13025
5991,6/09/2020,16,16082,13656
5992,6/09/2020,17,16499,14142
5993,6/09/2020,18,16631,14364
5994,6/09/2020,19,16360,14199
5995,6/09/2020,20,16336,14146
5996,6/09/2020,21,15740,13739
5997,6/09/2020,22,15427,13043
5998,6/09/2020,23,15307,12295
5999,6/09/2020,24,15314,11668
6000,7/09/2020,1,14914,11166
6001,7/09/2020,2,14674,10908
6002,7/09/2020,3,14688,10858
6003,7/09/2020,4,14937,11169
6004,7/09/2020,5,14349,11102
6005,7/09/2020,6,14487,11207
6006,7/09/2020,7,13548,11515
6007,7/09/2020,8,15007,12313
6008,7/09/2020,9,16326,13026
6009,7/09/2020,10,16346,13472
6010,7/09/2020,11,16305,14082
6011,7/09/2020,12,16631,14368
6012,7/09/2020,13,16917,14488
6013,7/09/2020,14,17227,14685
6014,7/09/2020,15,17245,14972
6015,7/09/2020,16,17714,15288
6016,7/09/2020,17,18289,15878
6017,7/09/2020,18,18069,15954
6018,7/09/2020,19,17044,15594
6019,7/09/2020,20,17154,15576
6020,7/09/2020,21,16567,14927
6021,7/09/2020,22,15484,14204
6022,7/09/2020,23,14681,13217
6023,7/09/2020,24,13950,12349
6024,8/09/2020,1,13423,11833
6025,8/09/2020,2,13165,11523
6026,8/09/2020,3,13397,11392
6027,8/09/2020,4,13527,11444
6028,8/09/2020,5,13723,11904
6029,8/09/2020,6,14433,12925
6030,8/09/2020,7,14818,13939
6031,8/09/2020,8,15628,14658
6032,8/09/2020,9,16205,15244
6033,8/09/2020,10,16762,15628
6034,8/09/2020,11,16850,15667
6035,8/09/2020,12,16877,15719
6036,8/09/2020,13,17165,15705
6037,8/09/2020,14,17248,15703
6038,8/09/2020,15,17529,15673
6039,8/09/2020,16,17571,15641
6040,8/09/2020,17,17871,15972
6041,8/09/2020,18,17673,15993
6042,8/09/2020,19,17588,15824
6043,8/09/2020,20,17591,15844
6044,8/09/2020,21,16615,14990
6045,8/09/2020,22,15652,14235
6046,8/09/2020,23,14835,13391
6047,8/09/2020,24,13883,12502
6048,9/09/2020,1,13654,12166
6049,9/09/2020,2,13413,11894
6050,9/09/2020,3,13544,11956
6051,9/09/2020,4,13389,11988
6052,9/09/2020,5,13530,12284
6053,9/09/2020,6,14526,13221
6054,9/09/2020,7,14898,13965
6055,9/09/2020,8,16118,14960
6056,9/09/2020,9,16758,15462
6057,9/09/2020,10,17071,15789
6058,9/09/2020,11,17171,15911
6059,9/09/2020,12,16808,15839
6060,9/09/2020,13,17175,15998
6061,9/09/2020,14,17155,15979
6062,9/09/2020,15,17155,15979
6063,9/09/2020,16,17155,15979
6064,9/09/2020,17,17678,16306
6065,9/09/2020,18,17805,16558
6066,9/09/2020,19,17901,16434
6067,9/09/2020,20,17661,16506
6068,9/09/2020,21,16917,15712
6069,9/09/2020,22,15882,14783
6070,9/09/2020,23,15108,13791
6071,9/09/2020,24,14133,13001
6072,10/09/2020,1,13824,12615
6073,10/09/2020,2,13506,12289
6074,10/09/2020,3,13369,12052
6075,10/09/2020,4,13337,11937
6076,10/09/2020,5,13744,12363
6077,10/09/2020,6,14926,13428
6078,10/09/2020,7,15549,14480
6079,10/09/2020,8,16392,15224
6080,10/09/2020,9,17013,15585
6081,10/09/2020,10,17118,15780
6082,10/09/2020,11,17675,16023
6083,10/09/2020,12,17620,16172
6084,10/09/2020,13,17923,16174
6085,10/09/2020,14,18003,16148
6086,10/09/2020,15,18081,16239
6087,10/09/2020,16,18313,16362
6088,10/09/2020,17,18204,16458
6089,10/09/2020,18,17672,16130
6090,10/09/2020,19,17282,16096
6091,10/09/2020,20,17135,15903
6092,10/09/2020,21,16142,15115
6093,10/09/2020,22,15180,14156
6094,10/09/2020,23,14548,13164
6095,10/09/2020,24,13832,12558
6096,11/09/2020,1,13639,12103
6097,11/09/2020,2,13384,11801
6098,11/09/2020,3,13612,11691
6099,11/09/2020,4,13696,11734
6100,11/09/2020,5,14124,12018
6101,11/09/2020,6,15026,13013
6102,11/09/2020,7,15506,13897
6103,11/09/2020,8,15907,14362
6104,11/09/2020,9,15910,14489
6105,11/09/2020,10,15960,14414
6106,11/09/2020,11,15843,14388
6107,11/09/2020,12,15817,14342
6108,11/09/2020,13,15687,14194
6109,11/09/2020,14,15622,14137
6110,11/09/2020,15,15607,14260
6111,11/09/2020,16,16071,14565
6112,11/09/2020,17,16612,15161
6113,11/09/2020,18,16785,15447
6114,11/09/2020,19,16465,15412
6115,11/09/2020,20,16311,15369
6116,11/09/2020,21,15674,14814
6117,11/09/2020,22,14697,13804
6118,11/09/2020,23,13962,12751
6119,11/09/2020,24,13607,11977
6120,12/09/2020,1,13512,11535
6121,12/09/2020,2,13464,11237
6122,12/09/2020,3,13830,11096
6123,12/09/2020,4,13741,11044
6124,12/09/2020,5,14038,11195
6125,12/09/2020,6,14040,11643
6126,12/09/2020,7,14310,12065
6127,12/09/2020,8,14252,12482
6128,12/09/2020,9,14330,12770
6129,12/09/2020,10,14614,12915
6130,12/09/2020,11,14762,13007
6131,12/09/2020,12,14696,13154
6132,12/09/2020,13,14535,13185
6133,12/09/2020,14,14625,13334
6134,12/09/2020,15,14872,13443
6135,12/09/2020,16,15378,14062
6136,12/09/2020,17,15891,14728
6137,12/09/2020,18,15944,14817
6138,12/09/2020,19,15739,14703
6139,12/09/2020,20,15759,14692
6140,12/09/2020,21,15536,14244
6141,12/09/2020,22,14953,13472
6142,12/09/2020,23,14447,12603
6143,12/09/2020,24,14442,11934
6144,13/09/2020,1,14383,11421
6145,13/09/2020,2,14244,11162
6146,13/09/2020,3,14017,11007
6147,13/09/2020,4,13986,11040
6148,13/09/2020,5,14198,11210
6149,13/09/2020,6,14462,11520
6150,13/09/2020,7,14881,12173
6151,13/09/2020,8,14903,12816
6152,13/09/2020,9,15238,13534
6153,13/09/2020,10,15242,14091
6154,13/09/2020,11,15463,14197
6155,13/09/2020,12,15865,14481
6156,13/09/2020,13,16224,14694
6157,13/09/2020,14,16738,14795
6158,13/09/2020,15,16655,14763
6159,13/09/2020,16,16607,15125
6160,13/09/2020,17,17075,15754
6161,13/09/2020,18,16880,15722
6162,13/09/2020,19,16746,15461
6163,13/09/2020,20,16507,15285
6164,13/09/2020,21,15784,14662
6165,13/09/2020,22,15014,13733
6166,13/09/2020,23,14617,12806
6167,13/09/2020,24,14234,12122
6168,14/09/2020,1,13810,11584
6169,14/09/2020,2,13499,11409
6170,14/09/2020,3,13514,11431
6171,14/09/2020,4,13600,11543
6172,14/09/2020,5,13422,11941
6173,14/09/2020,6,14391,12959
6174,14/09/2020,7,15073,13964
6175,14/09/2020,8,15395,14367
6176,14/09/2020,9,15420,14428
6177,14/09/2020,10,15258,14269
6178,14/09/2020,11,15040,14130
6179,14/09/2020,12,15300,14190
6180,14/09/2020,13,15337,14318
